"work_year","experience_level","employment_type","job_title","salary_in_EUR","salary_in_usd","employee_residence","remote_ratio","company_location","company_size"
2023,"SE","FT","Data Engineer",170200,185000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",128800,140000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",45000,48289,"ES",0,"ES","M"
2023,"SE","FT","Data Scientist",36000,38631,"ES",0,"ES","M"
2023,"SE","FT","Data Scientist",96600,105000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",64400,70000,"US",0,"US","M"
2023,"EN","FT","Machine Learning Engineer",150140.32,163196,"US",0,"US","M"
2023,"EN","FT","Machine Learning Engineer",134214.2,145885,"US",0,"US","M"
2023,"SE","FT","Data Engineer",199640,217000,"US",100,"US","M"
2023,"SE","FT","Data Engineer",170200,185000,"US",100,"US","M"
2023,"SE","FT","Data Analyst",186576,202800,"US",0,"US","L"
2023,"SE","FT","Data Analyst",95956,104300,"US",0,"US","L"
2023,"SE","FT","Data Analyst",133400,145000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",59800,65000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",151800,165000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",121716,132300,"US",0,"US","M"
2023,"SE","FT","Data Engineer",164836.4,179170,"US",0,"US","M"
2023,"SE","FT","Data Engineer",86756,94300,"US",0,"US","M"
2023,"SE","FT","Analytics Engineer",140300,152500,"US",0,"US","M"
2023,"SE","FT","Analytics Engineer",107134,116450,"US",0,"US","M"
2023,"SE","FT","Data Engineer",227516,247300,"US",0,"US","M"
2023,"SE","FT","Data Engineer",123096,133800,"US",0,"US","M"
2023,"SE","FT","Research Engineer",186760,203000,"US",0,"US","M"
2023,"SE","FT","Research Engineer",122360,133000,"US",0,"US","M"
2023,"EN","FT","Research Scientist",202400,220000,"US",50,"US","L"
2022,"EN","FT","Machine Learning Engineer",54000,56536,"CH",100,"CH","S"
2023,"SE","FT","Data Scientist",138000,150000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",110400,120000,"US",0,"US","M"
2023,"SE","FT","Analytics Engineer",266616,289800,"US",0,"US","M"
2023,"SE","FT","Analytics Engineer",196880,214000,"US",0,"US","M"
2023,"SE","FT","Analytics Engineer",165434.4,179820,"US",0,"US","M"
2023,"SE","FT","Analytics Engineer",132351.2,143860,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",260544,283200,"US",100,"US","M"
2023,"SE","FT","Machine Learning Engineer",173696,188800,"US",100,"US","M"
2023,"SE","FT","Analytics Engineer",266616,289800,"US",0,"US","M"
2023,"SE","FT","Analytics Engineer",197064,214200,"US",0,"US","M"
2023,"SE","FT","Data Engineer",171028,185900,"US",0,"US","M"
2023,"SE","FT","Data Engineer",118956,129300,"US",0,"US","M"
2023,"SE","FT","Data Engineer",231840,252000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",118680,129000,"US",0,"US","M"
2023,"MI","FT","Data Analytics Manager",142600,155000,"US",0,"US","M"
2023,"MI","FT","Data Analytics Manager",128800,140000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",148856,161800,"US",100,"US","M"
2023,"SE","FT","Data Engineer",130272,141600,"US",100,"US","M"
2023,"SE","FT","Machine Learning Engineer",314916,342300,"US",0,"US","L"
2023,"SE","FT","Machine Learning Engineer",162012,176100,"US",0,"US","L"
2023,"MI","FT","Data Engineer",92000,100000,"US",100,"US","M"
2023,"MI","FT","Data Engineer",64400,70000,"US",100,"US","M"
2023,"EN","FT","Data Engineer",78200,85000,"US",0,"US","M"
2023,"EN","FT","Data Engineer",59800,65000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",127681.28,138784,"US",100,"US","M"
2023,"SE","FT","Data Scientist",76608.4,83270,"US",100,"US","M"
2023,"EN","FT","Data Analyst",69000,75000,"US",0,"US","M"
2023,"EN","FT","Data Analyst",64400,70000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",188140,204500,"US",0,"US","M"
2023,"SE","FT","Data Analyst",127788,138900,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",292836,318300,"US",100,"US","M"
2023,"SE","FT","Machine Learning Engineer",195224,212200,"US",100,"US","M"
2023,"SE","FT","Data Engineer",87400,95000,"US",100,"US","M"
2023,"SE","FT","Data Engineer",69000,75000,"US",100,"US","M"
2023,"SE","FT","Data Scientist",179400,195000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",147200,160000,"US",0,"US","M"
2023,"SE","FT","Analytics Engineer",211600,230000,"US",0,"US","M"
2023,"SE","FT","Analytics Engineer",131744,143200,"US",0,"US","M"
2023,"MI","FT","Data Engineer",92000,100000,"US",100,"US","M"
2023,"MI","FT","Data Engineer",64400,70000,"US",100,"US","M"
2023,"MI","FT","Business Data Analyst",96600,105000,"US",50,"US","L"
2023,"MI","FT","Applied Data Scientist",1700000,20670,"IN",100,"IN","L"
2023,"MI","FT","Data Analyst",41420,46178,"GB",0,"GB","M"
2023,"MI","FT","Data Analyst",38150,42533,"GB",0,"GB","M"
2023,"SE","FT","Data Engineer",133400,145000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",105800,115000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",154928,168400,"US",0,"US","M"
2023,"SE","FT","Data Analyst",96784,105200,"US",0,"US","M"
2023,"SE","FT","Applied Scientist",284648,309400,"US",0,"US","L"
2023,"SE","FT","Applied Scientist",146372,159100,"US",0,"US","L"
2023,"SE","FT","Machine Learning Engineer",174800,190000,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",138000,150000,"US",0,"US","M"
2023,"MI","FT","Data Engineer",149500,162500,"US",0,"US","M"
2023,"MI","FT","Data Engineer",119600,130000,"US",0,"US","M"
2023,"SE","FT","Analytics Engineer",138000,150000,"US",100,"US","M"
2023,"SE","FT","Analytics Engineer",110400,120000,"US",100,"US","M"
2023,"SE","FT","Data Engineer",133400,145000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",110400,120000,"US",0,"US","M"
2023,"SE","FT","Applied Scientist",204424,222200,"US",0,"US","L"
2023,"SE","FT","Applied Scientist",125120,136000,"US",0,"US","L"
2023,"SE","FT","Data Analyst",49050,54685,"CF",100,"CF","M"
2023,"SE","FT","Data Analyst",38150,42533,"CF",100,"CF","M"
2023,"SE","FT","Data Engineer",221720,241000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",142600,155000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",202400,220000,"US",100,"US","M"
2023,"SE","FT","Data Engineer",174800,190000,"US",100,"US","M"
2023,"MI","FT","Data Scientist",59950,66837,"GB",0,"GB","M"
2023,"MI","FT","Data Scientist",49050,54685,"GB",0,"GB","M"
2020,"EX","FT","Staff Data Analyst",13800,15000,"NG",0,"CA","M"
2023,"MI","FT","ETL Engineer",76300,85066,"GB",100,"GB","M"
2023,"MI","FT","ETL Engineer",51775,57723,"GB",100,"GB","M"
2023,"EN","FT","Data Analyst",78200,85000,"US",100,"US","M"
2023,"EN","FT","Data Analyst",69000,75000,"US",100,"US","M"
2023,"SE","FT","Data Engineer",147200,160000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",128800,140000,"US",0,"US","M"
2023,"MI","FT","Machine Learning Engineer",276000,300000,"US",0,"US","M"
2023,"MI","FT","Machine Learning Engineer",230000,250000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",209760,228000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",171120,186000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",174800,190000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",156400,170000,"US",0,"US","M"
2023,"MI","FT","Research Engineer",211600,230000,"US",0,"US","M"
2023,"MI","FT","Research Engineer",184000,200000,"US",0,"US","M"
2023,"SE","FT","Data Architect",165600,180000,"US",100,"US","M"
2023,"SE","FT","Data Architect",105800,115000,"US",100,"US","M"
2023,"SE","FT","Data Architect",184000,200000,"US",100,"US","M"
2023,"SE","FT","Data Architect",105800,115000,"US",100,"US","M"
2023,"SE","FT","Data DevOps Engineer",50000,53654,"FR",50,"FR","S"
2023,"EX","FT","Data Engineer",202400,220000,"US",0,"US","M"
2023,"EX","FT","Data Engineer",188600,205000,"US",0,"US","M"
2023,"MI","FT","Data Engineer",165600,180000,"US",0,"US","M"
2023,"MI","FT","Data Engineer",119600,130000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",184000,200000,"US",100,"US","M"
2023,"SE","FT","Data Engineer",138000,150000,"US",100,"US","M"
2023,"SE","FT","Computer Vision Engineer",197800,215000,"US",0,"US","M"
2023,"SE","FT","Computer Vision Engineer",156400,170000,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",227700,247500,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",158424,172200,"US",0,"US","M"
2023,"SE","FT","Data Scientist",206080,224000,"CA",0,"CA","M"
2023,"SE","FT","Data Scientist",161920,176000,"CA",0,"CA","M"
2023,"SE","FT","Data Analyst",110400,120000,"US",100,"US","M"
2023,"SE","FT","Data Analyst",69000,75000,"US",100,"US","M"
2023,"EN","FT","Data Engineer",1400000,17022,"IN",100,"IN","L"
2023,"SE","FT","Applied Data Scientist",1e+05,68318,"AU",100,"FI","M"
2023,"MI","FT","AI Developer",1e+05,75020,"FI",0,"FI","M"
2023,"SE","FT","Data Analyst",128800,140000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",110400,120000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",117760,128000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",74980,81500,"US",0,"US","M"
2023,"SE","FT","Data Engineer",133400,145000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",105800,115000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",170200,185000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",128800,140000,"US",0,"US","M"
2023,"EX","FT","Head of Data",303140,329500,"US",0,"US","M"
2023,"EX","FT","Head of Data",248032,269600,"US",0,"US","M"
2023,"SE","FT","Data Quality Analyst",92000,100000,"US",0,"US","M"
2023,"SE","FT","Data Quality Analyst",73600,80000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",230000,250000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",149500,162500,"US",0,"US","M"
2023,"MI","FT","AI Developer",184000,200000,"US",100,"US","M"
2023,"SE","FT","Data Engineer",133400,145000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",92000,100000,"US",0,"US","M"
2023,"EX","FT","Data Engineer",133400,145000,"US",0,"US","M"
2023,"EX","FT","Data Engineer",105800,115000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",187220,203500,"US",0,"US","M"
2023,"SE","FT","Data Scientist",139840,152000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",219880,239000,"US",0,"US","L"
2023,"SE","FT","Data Scientist",113068,122900,"US",0,"US","L"
2023,"SE","FT","Data Scientist",218040,237000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",133400,145000,"US",0,"US","M"
2023,"SE","FT","Data Science Manager",176423.8,191765,"US",0,"US","M"
2023,"SE","FT","Data Science Manager",123497.12,134236,"US",0,"US","M"
2023,"SE","FT","Analytics Engineer",174800,190000,"US",100,"US","M"
2023,"SE","FT","Analytics Engineer",103040,112000,"US",100,"US","M"
2022,"SE","FT","Data Scientist",84000,88256,"ES",100,"GB","L"
2023,"EN","FT","Data Engineer",78200,85000,"US",0,"US","M"
2023,"EN","FT","Data Engineer",59800,65000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",124200,135000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",97060,105500,"US",0,"US","M"
2023,"SE","FT","Research Engineer",269560,293000,"US",0,"US","M"
2023,"SE","FT","Research Engineer",170200,185000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",73600,80000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",64400,70000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",202400,220000,"US",100,"US","M"
2023,"SE","FT","Data Engineer",147200,160000,"US",100,"US","M"
2023,"SE","FT","Data Scientist",161000,175000,"US",100,"US","M"
2023,"SE","FT","Data Scientist",133400,145000,"US",100,"US","M"
2023,"SE","FT","Data Analyst",184000,200000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",136620,148500,"US",0,"US","M"
2023,"SE","FT","Data Scientist",45000,48289,"ES",0,"ES","M"
2023,"SE","FT","Data Scientist",36000,38631,"ES",0,"ES","M"
2023,"SE","FT","Data Engineer",221260,240500,"US",0,"US","L"
2023,"SE","FT","Data Engineer",113804,123700,"US",0,"US","L"
2023,"SE","FT","Analytics Engineer",140668,152900,"US",100,"US","M"
2023,"SE","FT","Analytics Engineer",107732,117100,"US",100,"US","M"
2023,"SE","FT","Analytics Engineer",159160,173000,"US",100,"US","M"
2023,"SE","FT","Analytics Engineer",103960,113000,"US",100,"US","M"
2023,"SE","FT","Applied Scientist",239200,260000,"US",0,"US","L"
2023,"SE","FT","Applied Scientist",125120,136000,"US",0,"US","L"
2023,"EX","FT","Data Engineer",161000,175000,"US",0,"US","M"
2023,"EX","FT","Data Engineer",101200,110000,"US",0,"US","M"
2023,"SE","FT","Applied Scientist",239200,260000,"US",0,"US","L"
2023,"SE","FT","Applied Scientist",125120,136000,"US",0,"US","L"
2023,"SE","FT","Research Scientist",119600,130000,"US",100,"US","M"
2023,"SE","FT","Research Scientist",101200,110000,"US",100,"US","M"
2023,"SE","FT","Applied Scientist",188600,205000,"US",100,"US","M"
2023,"SE","FT","Applied Scientist",169280,184000,"US",100,"US","M"
2023,"SE","FT","Data Analyst",137540,149500,"US",100,"US","M"
2023,"SE","FT","Data Analyst",116909,127075,"US",100,"US","M"
2023,"SE","FT","Data Scientist",179400,195000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",147200,160000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",201972.2,219535,"US",100,"US","M"
2023,"SE","FT","Data Engineer",134425.8,146115,"US",100,"US","M"
2023,"SE","FT","Data Scientist",156400,170000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",124200,135000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",161000,175000,"US",100,"US","M"
2023,"SE","FT","Data Scientist",133400,145000,"US",100,"US","M"
2023,"SE","FT","Data Scientist",183080,199000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",149040,162000,"US",0,"US","M"
2023,"SE","FT","Applied Scientist",204424,222200,"US",0,"US","L"
2023,"SE","FT","Applied Scientist",125120,136000,"US",0,"US","L"
2023,"EX","FT","Analytics Engineer",203320,221000,"US",100,"US","M"
2023,"EX","FT","Analytics Engineer",140760,153000,"US",100,"US","M"
2023,"SE","FT","Data Analyst",172040,187000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",117760,128000,"US",0,"US","M"
2023,"SE","FT","Research Scientist",193200,210000,"US",0,"US","M"
2023,"SE","FT","Research Scientist",125120,136000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",161000,175000,"US",100,"US","M"
2023,"SE","FT","Data Scientist",92000,100000,"US",100,"US","M"
2023,"SE","FT","Data Engineer",164680,179000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",100280,109000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",225400,245000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",165600,180000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",130640,142000,"US",100,"US","M"
2023,"SE","FT","Data Analyst",69000,75000,"US",100,"US","M"
2023,"SE","FT","Data Manager",182896,198800,"US",0,"US","M"
2023,"SE","FT","Data Manager",96784,105200,"US",0,"US","M"
2023,"SE","FT","Data Analyst",115000,125000,"US",100,"US","M"
2023,"SE","FT","Data Analyst",103040,112000,"US",100,"US","M"
2023,"SE","FT","Data Scientist",193200,210000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",142600,155000,"US",0,"US","M"
2023,"SE","FT","Data Manager",105800,115000,"US",100,"US","M"
2023,"SE","FT","Data Manager",79120,86000,"US",100,"US","M"
2023,"SE","FT","Data Scientist",151800,165000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",128800,140000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",127880,139000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",97520,106000,"US",0,"US","M"
2023,"EN","FT","Data Analyst",55000,40663,"CA",0,"CA","L"
2022,"SE","FT","AI Developer",253000,275000,"CA",0,"CA","S"
2023,"SE","FL","Machine Learning Researcher",46000,50000,"UA",50,"UA","S"
2023,"MI","FT","Machine Learning Engineer",258244,280700,"US",100,"US","M"
2023,"MI","FT","Machine Learning Engineer",138414,150450,"US",100,"US","M"
2023,"EN","FT","Data Scientist",70000,51753,"CA",100,"CA","L"
2023,"SE","FT","Data Architect",230460,250500,"US",0,"US","M"
2023,"SE","FT","Data Architect",146740,159500,"US",0,"US","M"
2023,"SE","FT","Data Engineer",133400,145000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",105800,115000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",128800,140000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",110400,120000,"US",0,"US","M"
2023,"EN","FT","Data Scientist",119600.92,130001,"US",100,"US","M"
2023,"EN","FT","Data Scientist",66154.44,71907,"US",100,"US","M"
2023,"MI","FT","Data Scientist",86404.56,93918,"US",100,"US","M"
2023,"MI","FT","Data Scientist",47805.04,51962,"US",100,"US","M"
2023,"SE","FT","Data Analyst",161000,175000,"CA",100,"CA","M"
2023,"SE","FT","Data Analyst",124200,135000,"CA",100,"CA","M"
2023,"EN","FT","Data Engineer",78200,85000,"US",0,"US","M"
2023,"EN","FT","Data Engineer",59800,65000,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",236440,257000,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",135240,147000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",204240,222000,"US",100,"US","M"
2023,"SE","FT","Data Engineer",161000,175000,"US",100,"US","M"
2023,"SE","FT","Data Scientist",186760,203000,"US",100,"US","M"
2023,"SE","FT","Data Scientist",122544,133200,"US",100,"US","M"
2023,"EN","FT","Applied Scientist",196567.2,213660,"US",0,"US","L"
2023,"EN","FT","Applied Scientist",120299.2,130760,"US",0,"US","L"
2023,"SE","FT","Data Engineer",203320,221000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",135240,147000,"US",0,"US","M"
2023,"SE","FT","Data Quality Analyst",92000,100000,"US",0,"US","M"
2023,"SE","FT","Data Quality Analyst",73600,80000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",171028,185900,"US",0,"US","M"
2023,"SE","FT","Data Scientist",118956,129300,"US",0,"US","M"
2023,"SE","FT","Data Scientist",218960,238000,"US",100,"US","M"
2023,"SE","FT","Data Scientist",143520,156000,"US",100,"US","M"
2023,"SE","FT","Machine Learning Engineer",279680,304000,"US",100,"US","M"
2023,"SE","FT","Machine Learning Engineer",183080,199000,"US",100,"US","M"
2023,"MI","FT","Big Data Engineer",45000,48289,"ES",100,"ES","M"
2023,"SE","FT","Data Engineer",138000,150000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",119600,130000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",128800,140000,"US",100,"US","M"
2023,"SE","FT","Data Scientist",101200,110000,"US",100,"US","M"
2023,"MI","FT","Data Analyst",82800,90000,"US",0,"US","M"
2023,"MI","FT","Data Analyst",69000,75000,"US",0,"US","M"
2023,"MI","FT","Research Scientist",175708,195895,"GB",0,"GB","M"
2023,"MI","FT","Research Scientist",92181.3,102772,"GB",0,"GB","M"
2023,"SE","FT","Data Engineer",220800,240000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",168912,183600,"US",0,"US","M"
2023,"MI","FT","Data Specialist",119600,130000,"US",0,"US","M"
2023,"MI","FT","Data Specialist",73600,80000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",230000,250000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",138000,150000,"US",0,"US","M"
2023,"SE","FT","Data Analytics Manager",147200,160000,"US",100,"US","M"
2023,"SE","FT","Data Analytics Manager",110400,120000,"US",100,"US","M"
2023,"SE","FT","Machine Learning Engineer",265949.92,289076,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",186164.76,202353,"US",0,"US","M"
2023,"SE","FT","Data Engineer",133400,145000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",110400,120000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",142600,155000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",97520,106000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",184000,200000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",147200,160000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",145130,157750,"US",100,"US","M"
2023,"SE","FT","Data Scientist",96278,104650,"US",100,"US","M"
2023,"MI","FT","Data Scientist",165600,180000,"US",100,"US","M"
2023,"MI","FT","Data Scientist",128800,140000,"US",100,"US","M"
2023,"EX","FT","Data Scientist",184000,200000,"US",0,"US","M"
2023,"EX","FT","Data Scientist",133400,145000,"US",0,"US","M"
2023,"MI","FT","Lead Data Analyst",62560,68000,"US",0,"US","L"
2023,"EN","FT","BI Data Engineer",55200,60000,"US",100,"US","M"
2023,"SE","FT","Data Scientist",45000,48289,"ES",0,"ES","M"
2023,"SE","FT","Data Scientist",36000,38631,"ES",0,"ES","M"
